	Score	MoE	P-Value	Q-Value
MORF_PDPK1	0.37200159039388875	0.13037579331553542	0.23764627743690303	1.0
MODULE_415	0.36785455180424376	0.3138965257638557	0.24177683597950533	1.0
GNF2_SERPINI2	0.3658668113459163	0.28108213796539977	0.24377253463217155	1.0
MODULE_109	0.36317334245043054	0.35333132493821534	0.24655575937756974	1.0
MODULE_313	0.3581304185472761	0.3436176498380972	0.25177114301979886	1.0
MODULE_240	0.3580515260881031	0.31262637014783945	0.2518502119046113	1.0
MODULE_156	0.3552427811108981	0.40661956407398225	0.254560693275982	1.0
GNF2_RTN1	0.3527406290975368	0.2867336888514432	0.2571541526978304	1.0
MODULE_493	0.35018388262751343	0.2472396976980934	0.2596052881270163	1.0
GNF2_RAD23A	0.34713987471314145	0.2303211356635355	0.2624739072680119	1.0
MODULE_127	0.346049118206999	0.30486393205457335	0.26362831298627365	1.0
MODULE_106	0.3419789330852403	0.18901479013289035	0.2675343158960086	1.0
GNF2_CASP4	0.33938147474092545	0.33523192319109785	0.270020241634512	1.0
MODULE_327	0.3392784342011292	0.30019159618478963	0.27009298500853945	1.0
MODULE_373	0.3370439210984294	0.40553434963777235	0.2723417040926055	1.0
MODULE_33	0.3353239218661138	0.3769999632527963	0.2740464292491619	1.0
MORF_CDH4	0.3352763761873961	0.3126147734227292	0.2741191726231893	1.0
MODULE_158	0.3345670270812257	0.17525870183116896	0.27484976911885634	1.0
GNF2_CYP2B6	0.3336257172546208	0.21092081522160575	0.2758302232905307	1.0
MODULE_189	0.3326479259330965	0.357688220691121	0.27686128154848505	1.0
MODULE_88	0.32955709669262345	0.21396093401536886	0.280005060408628	1.0
MODULE_400	0.3251557242553439	0.3367163787102769	0.2844044531595926	1.0
MODULE_440	0.32514027037551774	0.32737509276805876	0.2844044531595926	1.0
MODULE_55	0.3222948752031615	0.30456718355482976	0.28712126004174837	1.0
GNF2_TAL1	0.31690459336167465	0.1339350754867185	0.2924315263457524	1.0
MORF_MYL3	0.3129407410146876	0.343250477847683	0.29622050730596494	1.0
MODULE_249	0.3125972141530566	0.2258798303571672	0.29653678284521473	1.0
GCM_MYCL1	0.31255658463219116	0.2759026012468343	0.2965842241761022	1.0
GCM_LTK	0.31161145177391514	0.2727647182358979	0.29746663293060915	1.0
MODULE_321	0.31087968867649596	0.29344719775548683	0.29818141564931366	1.0
MODULE_368	0.30976171851019557	0.36813885334373	0.2992093111518755	1.0
MODULE_129	0.3088936750508382	0.35621745101359076	0.30003479030931746	1.0
MODULE_408	0.3070195364402676	0.2595001781848487	0.3018755139477513	1.0
MODULE_547	0.30654540462857743	0.24385346493547919	0.3024416471630084	1.0
MODULE_76	0.30585340199614724	0.2953749932036676	0.30313429059396546	1.0
MODULE_354	0.3050834433935449	0.25832941814648297	0.3038775381112025	1.0
MODULE_534	0.30460744539891993	0.27666848023054075	0.3043677651970397	1.0
MODULE_190	0.3020865466332495	0.3583899104463235	0.3068568536909355	1.0
MODULE_47	0.3001020685915558	0.3525713680235993	0.30869757732936937	1.0
MODULE_113	0.28759469416152295	0.3284853950508288	0.32065911822379656	1.0
MORF_FOSL1	0.28718112324221595	0.2633841616327201	0.3210544626478588	1.0
GNF2_KISS1	0.2849130982781024	0.3332672242969047	0.32326522866721485	1.0
MODULE_125	0.2841042710076771	0.1849022956253086	0.3239989879182744	1.0
MODULE_525	0.2787233931367561	0.3526619989229796	0.32867670314377884	1.0
MODULE_236	0.27859923683814314	0.43060197438224085	0.3288569802011512	1.0
GNF2_BNIP3L	0.2784339469394677	0.20457791419848703	0.32902144348156115	1.0
MODULE_552	0.27816473747742826	0.3257808684909668	0.3292523246252135	1.0
MORF_PTPRB	0.2762135462318728	0.3447342885532809	0.33101397937883487	1.0
MODULE_207	0.27573710083960723	0.20114980668629823	0.3315010437092795	1.0
MODULE_23	0.27285723088511	0.3598637506600965	0.33429691947624773	1.0
GCM_PRKCG	0.27176751706685726	0.2508010707811223	0.33534062875577203	1.0
MODULE_501	0.26985330219581355	0.37639797545313053	0.3370991207540009	1.0
MODULE_24	0.2648252259597204	0.2706172582890891	0.34195395028148523	1.0
MODULE_104	0.2630583648040365	0.4040022695162293	0.3435764437978367	1.0
MODULE_200	0.26199122626832855	0.3937294287092337	0.344658106142071	1.0
MODULE_489	0.26179475179851347	0.41017306449835655	0.3448763362641533	1.0
MODULE_293	0.2615673711252396	0.38952647124452083	0.34506610158770323	1.0
MODULE_539	0.2612210108432164	0.15027671054361333	0.34545512050098043	1.0
MODULE_176	0.2602623539255334	0.35902310681699295	0.3464766904927573	1.0
MODULE_57	0.26009304562128016	0.2875773748891201	0.3466538047947372	1.0
MODULE_544	0.259351830327506	0.15062255408891215	0.3472958441394143	1.0
MODULE_70	0.2571474383465908	0.29578041219938345	0.34939591372003287	1.0
GCM_ERCC4	0.25271747344935686	0.26230127300768047	0.35351382124106523	1.0
MODULE_444	0.24888453550253214	0.2948589613471485	0.3572079195395028	1.0
MODULE_112	0.24813444512279245	0.34221845572879334	0.3579859573660573	1.0
MODULE_481	0.2423293593338033	0.19034816577377653	0.3636599405401986	1.0
MODULE_320	0.2403563807651385	0.327260307020634	0.3656493136820798	1.0
MODULE_288	0.24035388021055662	0.353216682330908	0.3656493136820798	1.0
MORF_PTPRR	0.23890281189209778	0.3799131143122895	0.36713897147194635	1.0
MODULE_375	0.23721025023725817	0.19339561519596837	0.3689101144917452	1.0
GCM_FCGR2B	0.23477179100185774	0.31493020852476133	0.3713675754317161	1.0
GNF2_CKS2	0.2346415631751044	0.38753737911771174	0.3715098994243785	1.0
MORF_ETV3	0.23282932832082406	0.2834076784473863	0.37344234296919476	1.0
MORF_BUB1B	0.23107587148861786	0.27172157387565654	0.37517237016889116	1.0
MORF_PRKCA	0.23099754674003378	0.3146100143053028	0.37525143905370356	1.0
MODULE_516	0.22918073003418854	0.26215375420376397	0.3771206274906699	1.0
MODULE_99	0.22747815430243487	0.35547319017824336	0.37904042001391614	1.0
MODULE_289	0.22661434855037726	0.2525357379727457	0.3799702700993105	1.0
MODULE_227	0.2258563934631278	0.34014882103184396	0.38068505281801507	1.0
MORF_PSMF1	0.2249931952471901	0.2872708266869481	0.38159592637105444	1.0
MODULE_101	0.2222968896813802	0.3484530878772934	0.3843064077424252	1.0
GNF2_ESPL1	0.22004022618823585	0.283037303307729	0.38664368397748117	1.0
MODULE_12	0.21761296982462325	0.302032558427854	0.3894016066797394	1.0
GCM_SMARCD1	0.2173639260792135	0.2873024024355492	0.38974634701752164	1.0
MODULE_511	0.2142119781954487	0.4064859334726352	0.3932538427478019	1.0
MORF_BNIP1	0.2141335365521181	0.33125963751369897	0.39331393510025936	1.0
GCM_BCL2L1	0.21291661348525018	0.2523411051704273	0.3944778290846986	1.0
MODULE_209	0.21273215027632697	0.4243540973958781	0.3947087102283509	1.0
MORF_ITGA2	0.2113308462750851	0.15758430546409688	0.396233158327535	1.0
MODULE_335	0.21104167828359652	0.2674870270530253	0.3965747359099247	1.0
GCM_CDH5	0.2091827823612643	0.29147957457345725	0.3986242014042634	1.0
MODULE_157	0.20786781879971558	0.2632558867229297	0.40008223164020495	1.0
GNF2_TIMP2	0.20766997028993542	0.32849839915543616	0.4002941362515023	1.0
MODULE_175	0.20678750649110306	0.41520191978876686	0.4013283572648491	1.0
MORF_ATF2	0.2051407745460959	0.2960499590760127	0.40316591814789043	1.0
GNF2_CDC2	0.20511398636674472	0.3606881569037414	0.40319122019103043	1.0
MODULE_342	0.20327768818226866	0.34222382505168797	0.4050540831172117	1.0
MORF_MYC	0.2007270023310587	0.3905685308929275	0.40773293693465745	1.0
MODULE_95	0.19864867767393118	0.3536347690580113	0.41003542286039596	1.0
MODULE_247	0.19612325419220278	0.3566470502633334	0.4128028338288317	1.0
GCM_USP6	0.19211375350340035	0.30282490201311524	0.4174362704788412	1.0
MODULE_404	0.18863971461691145	0.3602982601987815	0.4212284141944462	1.0
MORF_LCAT	0.18373642620561348	0.36575703290537404	0.4266620279587577	1.0
MORF_ARL3	0.18166353318228254	0.3337337203655983	0.4289518628629262	1.0
MORF_RAD51L3	0.18127059781491445	0.34145602729081154	0.4294104623948384	1.0
MODULE_120	0.18006156642190776	0.38629643336161745	0.43071668037194005	1.0
MODULE_41	0.17985853736048502	0.3349066341693397	0.4309127712062749	1.0
MODULE_80	0.17916008163170513	0.42684937496185377	0.43165601872351195	1.0
MODULE_126	0.17531458767361974	0.29472016125253725	0.4360016446328041	1.0
GNF2_CDC27	0.1733309587997628	0.32987981681617656	0.4382345499399076	1.0
MODULE_26	0.1719893898888334	0.2714153724799214	0.43976532354987663	1.0
MODULE_163	0.1708313322001038	0.34501598819298035	0.4409829843759884	1.0
GCM_SMO	0.17069866446153256	0.32142874425982193	0.4411031690809033	1.0
MORF_BCL2	0.166598791763465	0.28163456449709917	0.4455500031627554	1.0
MODULE_133	0.16566545998814317	0.3098165947650549	0.4465589221329622	1.0
GNF2_MLF1	0.16114103299786092	0.30022741267879866	0.45150230881143655	1.0
MODULE_500	0.16045822307522006	0.3789124755019692	0.45219811499778606	1.0
GCM_GSTA4	0.1597032416136378	0.2719163858693891	0.45302675691062055	1.0
MODULE_38	0.1583929317537137	0.35295145972988706	0.45436460244164717	1.0
MODULE_147	0.15690770082246666	0.32979992110274303	0.45607881586438104	1.0
GCM_SIRT2	0.15664004987629288	0.3602398347595257	0.4563508128281359	1.0
MODULE_90	0.15561994141172888	0.3321318744661193	0.4574071731292302	1.0
MODULE_63	0.15561843332600325	0.30032331551875274	0.4574103358846227	1.0
MODULE_155	0.1550159379350323	0.27092312293417947	0.4580239104307673	1.0
GNF2_CCNA2	0.15450588452420339	0.3324106361965241	0.4585837181352394	1.0
MODULE_431	0.15435860843331156	0.15688838234285446	0.4587418559048643	1.0
MODULE_470	0.15391900469199743	0.32891782623107857	0.45916566512745904	1.0
MODULE_201	0.15211623065167199	0.3486487793020252	0.4610601556075653	1.0
MODULE_100	0.15048246412205568	0.2990141243526954	0.46271743943323423	1.0
MODULE_85	0.1488008144117543	0.27470823883268436	0.4643241191726232	1.0
MORF_EPHA7	0.14635873957200268	0.35848166842912194	0.46698399645771393	1.0
MODULE_13	0.14356155958058134	0.3806129975874318	0.4697261053830097	1.0
MORF_MSH2	0.14192184027800364	0.2885671907446275	0.4713138085900436	1.0
MODULE_82	0.14113857170801763	0.31886235041858785	0.47221835663229805	1.0
MODULE_294	0.1402796549695634	0.2730326087918728	0.4731418812069075	1.0
GCM_CALM1	0.13581151779132045	0.21063830183379564	0.4779334556265418	1.0
GNF2_HMMR	0.13229151013620044	0.356845920267259	0.4817002972990069	1.0
MORF_IL13	0.13181822075707986	0.28781541626527524	0.4821304320323866	1.0
MODULE_137	0.13174003829172973	0.29590142859675456	0.4822126636725916	1.0
MODULE_259	0.12097508135608656	0.25384329908564646	0.4926718957555823	1.0
MODULE_132	0.12022075909138831	0.30778929022446466	0.4933803529635018	1.0
MORF_MAP3K14	0.11759520872840208	0.3040092627851211	0.49595799860838763	1.0
MODULE_245	0.11599016944964588	0.2548538752312142	0.4974919349737491	1.0
MORF_UBE2A	0.11563048904869314	0.33391917159475365	0.49788727939781136	1.0
MODULE_322	0.11552934382425083	0.2998289176754334	0.4979853248149788	1.0
MODULE_94	0.11405717964495692	0.31114044515291933	0.4993547978999304	1.0
MORF_IL9	0.11283157013992547	0.34669821920541066	0.4995319122019103	1.0
GNF2_TM4SF2	0.11144003401560461	0.2207047669749467	0.4981750901385287	1.0
MODULE_575	0.11058597216572537	0.32971993531409555	0.4973812385350117	1.0
MORF_PAX7	0.10644666962222864	0.28956651523111465	0.4935068631792017	1.0
MORF_GSPT1	0.10586518341242318	0.32979906590446184	0.49299765956100955	1.0
GNF2_CD1D	0.10494881302114474	0.1724633955297762	0.4921753431589601	1.0
MODULE_287	0.10066468654871634	0.225130882425266	0.48828831678158013	1.0
GNF2_CDC20	0.09890966183373029	0.34608408339627	0.48670377632993866	1.0
MODULE_381	0.09622394644042045	0.2909416864254923	0.48437598836106016	1.0
MODULE_478	0.09433487186991321	0.2708077112470593	0.4827851223986337	1.0
CAR_MLANA	0.09264580118267365	0.3205253318565519	0.48135239420583215	1.0
MODULE_576	0.09062272477973206	0.3060604052190162	0.4793788348409134	1.0
MODULE_362	0.08991588511291719	0.3765581912883764	0.4787557720285913	1.0
GNF2_RRM2	0.08640550050169969	0.3018803913471107	0.47594091972926816	1.0
MODULE_27	0.0858010581280146	0.3320376628375555	0.475400088557151	1.0
MODULE_131	0.08551777992933507	0.3065882833389689	0.4751818584350686	1.0
MODULE_203	0.08466861354132856	0.3431300615064006	0.4744923777595041	1.0
MODULE_426	0.08463470358651443	0.28878031350355815	0.4744544246947941	1.0
MODULE_56	0.08435834633871286	0.3088546363552532	0.47421089252957177	1.0
MODULE_263	0.08435574830659325	0.3047222371957019	0.47421089252957177	1.0
GNF2_CCNB2	0.0767267406327046	0.32177876094186425	0.4679865899171358	1.0
GNF2_CKS1B	0.07483313387318917	0.41185728660948295	0.46651274590423175	1.0
MODULE_329	0.07340822573583795	0.3445839312384074	0.465389967739895	1.0
MODULE_407	0.06760472821828487	0.29826939686431786	0.46110127142766777	1.0
MORF_ARAF1	0.06730015860979162	0.265485457428387	0.4608798785501929	1.0
GCM_MAP1B	0.06457825343615732	0.22894867211348105	0.45884306407742426	1.0
MODULE_89	0.06420645543785546	0.34442627644599355	0.45861218293377193	1.0
MODULE_205	0.05949889382415325	0.23623939570467845	0.4555253336706939	1.0
MODULE_102	0.05918281237508595	0.337796455110253	0.45530710354861154	1.0
MORF_DCC	0.057803718104492946	0.35726082835967093	0.4544626478588146	1.0
MORF_DMPK	0.055314498670581094	0.2621555397185434	0.4529476880258081	1.0
MORF_FRK	0.05410408833730237	0.3536535293301657	0.45222025428553353	1.0
MODULE_311	0.05245758938167824	0.21758376736146878	0.4512113353153267	1.0
GNF2_CENPF	0.05167881506402894	0.30766804186443325	0.4507843633373395	1.0
MORF_LMO1	0.04132344199626578	0.2974280997948897	0.4451767980264406	1.0
MODULE_412	0.03818045557405103	0.28767688621641097	0.44368714023657413	1.0
MODULE_275	0.03785579659220021	0.31056741538310634	0.4435416534885192	1.0
MODULE_96	0.026259195508914798	0.24056707361969887	0.43899044847871466	1.0
MODULE_139	0.019962417444295222	0.2967019236277062	0.43701688911379594	1.0
MODULE_122	0.007899290584952647	0.2827722593228804	0.4346574735909925	1.0
MODULE_226	-0.014088200299418383	0.2515669017118482	0.4327787968878487	1.0
MODULE_389	-0.016562884687394218	0.3315571087439451	0.432272756025049	1.0
MORF_TFDP2	-0.019036593953452228	0.2869486822800716	0.4316781580112594	1.0
MODULE_40	-0.02202048854183316	0.3364537545094757	0.430798912012145	1.0
MODULE_497	-0.04486323727987939	0.32907293749406313	0.42180719843127334	1.0
MODULE_484	-0.04660640988003115	0.2914413563521611	0.4208994876336264	1.0
MODULE_219	-0.04984398921546582	0.27995546078007044	0.419289645138845	1.0
MODULE_273	-0.054466433376351216	0.2428499101900364	0.41680371940034155	1.0
MODULE_242	-0.060166440127672326	0.24511888670878587	0.4133784553102663	1.0
MODULE_280	-0.06247575911278607	0.3140063592419711	0.41204377253463215	1.0
MODULE_173	-0.06529202388468451	0.3067792587366184	0.4103200708457208	1.0
MODULE_379	-0.06821571782851944	0.26534655455438744	0.4085267885381745	1.0
MODULE_202	-0.06903864060755904	0.2535227084007215	0.4080017711430198	1.0
MODULE_430	-0.0709466666923115	0.3058000402638572	0.4066797393889557	1.0
MODULE_503	-0.0729857253834733	0.3030902849637703	0.4052912897716491	1.0
MODULE_521	-0.07549864178575302	0.24468706158037165	0.4034632171547852	1.0
MODULE_330	-0.0782957802770135	0.33279843314449276	0.4015529128977165	1.0
GNF2_CDH3	-0.07879048490391431	0.3166067459971123	0.4011797077614017	1.0
MODULE_195	-0.07978065398893872	0.2196952445080631	0.4004459485103422	1.0
MORF_MLLT10	-0.08030558385346326	0.30946659744190574	0.40006958061863496	1.0
MODULE_86	-0.08098618837423507	0.2264601291958842	0.3995477259788728	1.0
GCM_DLG1	-0.08256848645055082	0.3215101268061585	0.39832057688658357	1.0
MODULE_60	-0.08318199076467085	0.22025407849649492	0.3978872793978114	1.0
MODULE_387	-0.08438915896082379	0.3420500218125276	0.39698905686634195	1.0
MORF_MSH3	-0.08562603121952297	0.3219456738941467	0.3960655322917326	1.0
MORF_MDM2	-0.08563983921418666	0.29496022472347144	0.3960592067809476	1.0
MODULE_352	-0.08688267485189037	0.30749200156753215	0.3950724270984882	1.0
GCM_DEAF1	-0.08859552935347859	0.3958781673361009	0.3937092795243216	1.0
GCM_CSNK1D	-0.08861484545291909	0.314679218414386	0.3936966285027516	1.0
MODULE_356	-0.08954847398734218	0.231387921058773	0.3930545891580745	1.0
MODULE_340	-0.08998869488121411	0.39813955306007043	0.3927509646403947	1.0
MODULE_455	-0.09050905138413379	0.2835146409039168	0.39235562021633247	1.0
MODULE_178	-0.0906540101450707	0.41871503462777154	0.39226390030995	1.0
GCM_ANP32B	-0.09095524105896109	0.16417370887847535	0.3920235309001202	1.0
GNF2_TTN	-0.09122495912560735	0.3173574210677331	0.39180846353343035	1.0
MODULE_14	-0.09227518331425424	0.4249993011042061	0.3909450313112784	1.0
MORF_PRKACA	-0.09422296851768694	0.3734375900618234	0.38931304952874946	1.0
MODULE_11	-0.09628816600129407	0.28935167685667096	0.3876620912138655	1.0
MODULE_337	-0.10112556135973341	0.3278116938354564	0.38347460307419823	1.0
MODULE_78	-0.10314765439116522	0.37171123338695833	0.3818426212916693	1.0
MODULE_141	-0.10409649602053192	0.24003638951866565	0.3810772344866848	1.0
MODULE_286	-0.10514163822124052	0.16832514112645416	0.38022329053071036	1.0
MODULE_277	-0.10614196201074513	0.30615895918311986	0.37944525270415586	1.0
MODULE_432	-0.10696630441859471	0.30136892818147665	0.3787684230501613	1.0
GCM_CASP2	-0.10817187319995492	0.3471947587880247	0.37773420203681446	1.0
GNF2_TTK	-0.10841316100208259	0.30870014822798425	0.3775317856916946	1.0
GCM_RBM8A	-0.109527121592642	0.2602441434174852	0.37650705294452524	1.0
MODULE_87	-0.10963087520755464	0.30595325085108277	0.3763868682396104	1.0
GNF2_MSN	-0.1130899556024606	0.2759826082957572	0.37332532101967236	1.0
GCM_ATM	-0.11484048688542976	0.31693412351016664	0.37194319691315075	1.0
MODULE_367	-0.11509890377905745	0.3539401468953472	0.37175343158960084	1.0
MODULE_51	-0.11594889241008756	0.30906255183199854	0.37097855651843886	1.0
MODULE_318	-0.11873342348373335	0.2659381483324087	0.36856537415396295	1.0
GNF2_PCNA	-0.12009311728048674	0.3025127724544215	0.3674046429249162	1.0
MODULE_53	-0.1208317898678723	0.2671273035035711	0.3667562780694541	1.0
MODULE_410	-0.12083211250398147	0.4034171050510434	0.3667562780694541	1.0
GNF2_RAP1B	-0.12298551897115019	0.23283877576777767	0.36496299576190777	1.0
MODULE_424	-0.12430712964150657	0.26446623071380965	0.363846543108356	1.0
MODULE_447	-0.124502776481535	0.29929393661347947	0.3636757543171611	1.0
MODULE_401	-0.12596798083971805	0.19436491991225002	0.36244227971408693	1.0
MORF_HEAB	-0.12622896508072826	0.33991005705986616	0.36224302612435955	1.0
MODULE_222	-0.12971417576717922	0.33171352251401265	0.35914668859510407	1.0
