Gene	S1	S2	S3	S4	S5	S6	S7	S8
ACSS1	-0.41066450708977864	-0.39732621411304364	-0.1790975283315614	-0.46054215136389853	-0.6308779003700814	-0.462670946437382	-0.5835159197247667	0.06898080245734696
ACSS2	-0.5954371570952625	-0.44740096903545085	-0.6134450475771975	-0.6653908487902997	-0.6308779003700814	-0.6277553246066079	-0.6407628351460615	-0.6717911417961083
ACTA1	-0.5954371570952625	-0.5969002605138214	-0.6134450475771975	-0.6653908487902997	-0.6308779003700814	-0.6277553246066079	-0.6407628351460615	-0.5695975830581064
ACTA2	0.15795206495241856	0.28351984431874677	0.12893778211346654	-0.09716004223240308	0.8108244251556656	-0.27666120384320886	0.7939361594881352	0.04102136741703378
ACTB	1.1074180828894415	0.8002182723479188	1.3240473719667505	0.41616128323796653	0.49837406920574145	0.36515874084182953	0.6439431664779549	0.3723597484308907
ACTBP1	-0.5954371570952625	-0.5242573826407833	-0.5681382047732613	-0.6216018973367474	-0.5883657687019407	-0.5875026195807882	-0.538600911522213	-0.6717911417961083
ACTBP11	0.14394528992262598	-0.3932600517244497	0.44423662706612455	-0.2575837174935535	-0.26141125933690895	-0.08220457264416946	-0.16663869721761768	0.15182134013785306
ACTBP14	-0.08647148896727058	-0.559061884655804	-0.6134450475771975	-0.6653908487902997	-0.6308779003700814	-0.5865021114632277	-0.6407628351460615	-0.6717911417961083
ACTBP15	-0.08219406645178436	-0.493479068700959	0.3844794763847508	-0.43004235961947884	-0.08966729846741178	-0.31467598346837905	-0.28418097491198235	-0.04048189755866889
ACTBP2	2.1825203791436705	1.0168562299317268	2.403226784389351	1.3834574417632588	1.8478992595112183	1.5494481700474256	1.5201701836698496	1.9289186833758578
ACTBP6	-0.5512471334863849	-0.5969002605138214	-0.47945717936275395	-0.5773289372801438	-0.6308779003700814	-0.6277553246066079	-0.5362023171497194	-0.40320729344468836
ACTBP7	-0.5954371570952625	-0.5604870339384558	-0.6134450475771975	-0.6653908487902997	-0.6308779003700814	-0.6277553246066079	-0.6407628351460615	-0.6717911417961083
ACTBP8	-0.5101311391802705	-0.48891134291847677	-0.5679454640446424	-0.6653908487902997	-0.5881688796984724	-0.6277553246066079	-0.6407628351460615	-0.6717911417961083
ACTBP9	-0.4683876051872118	-0.5969002605138214	-0.6134450475771975	-0.6653908487902997	-0.5877505960870225	-0.585790099343301	-0.5878527500063934	-0.6300742452369353
