	Score	MoE	P-Value	Q-Value
IPA_NFATC2_UP	0.3418506893309575	0.12492579210619682	0.172325890315643	1.0
IPA_JUND_DN	0.34163843119548476	0.09340750540578564	0.1724808653298754	1.0
IPA_RFXANK_UP	0.33876516882000446	0.16584439434562134	0.17453349357960654	1.0
IPA_STAT5B_DN	0.33441205168130805	0.14479801341470286	0.17751913467012462	1.0
IPA_IRF7_UP	0.33190600760405914	0.13876627433830685	0.1793788348409134	1.0
IPA_DAXX_UP	0.3292562005495802	0.15733127211465098	0.1815326712632045	1.0
IPA_YWHAE_UP	0.3278881920611679	0.08179101709635796	0.18253526472262635	1.0
IPA_SATB1_UP	0.326937337547625	0.11421915003271267	0.18321841988740592	1.0
IPA_DNMT1_UP	0.32611666793041305	0.1575030932842091	0.18375292554873807	1.0
IPA_JUP_DN	0.3260398355602862	0.16715819606549687	0.1838446454551205	1.0
IPA_DNMT1_DN	0.32515413944519045	0.09884358267706574	0.18452147510911507	1.0
IPA_MNT_DN	0.32235757364613754	0.059120483285432436	0.18656145233727622	1.0
IPA_PPARGC1A_DN	0.31001874613157904	0.10870090687608353	0.1959643241191726	1.0
IPA_NR5A1_DN	0.3094271224146511	0.16023979105225006	0.19644190018343982	1.0
IPA_PAX2_UP	0.30553936542743193	0.17643798151570422	0.19959833006515276	1.0
IPA_TP53_UP	0.3030006991160468	0.11627952963163157	0.20172370168891138	1.0
IPA_STAT1_UP	0.3017773518061506	0.04625135874996162	0.2027515971914732	1.0
IPA_NANOG_DN	0.3008281166043061	0.24772068697384506	0.20348851919792524	1.0
IPA_PDX1_DN	0.29531766216714084	0.1099694284770462	0.2080333986969448	1.0
IPA_IFI16_DN	0.289981014603649	0.1917018369132988	0.21251818584350687	1.0
IPA_REL_UP	0.28945213664226754	0.08739536915998732	0.21298311088620406	1.0
IPA_LEF1_DN	0.2864470409927572	0.18176669584957303	0.21571573154532228	1.0
IPA_MYOD1_UP	0.28499328369227095	0.1050406450867422	0.216933392371434	1.0
IPA_TCF7_UP	0.2779446752315695	0.1494573332347057	0.22310392814219748	1.0
IPA_CREB1_UP	0.2743524887857666	0.12991724728136364	0.22613068505281803	1.0
