	Score	MoE	P-Value	Q-Value
IPA_ATF6B_UP	-0.15833784926468808	0.14779263472332677	0.3530361012494813	1.0
IPA_MMP3_DN	-0.15987698388412722	0.1244254078021526	0.35053713864170777	1.0
IPA_CTBP1_DN	-0.16002571923639247	0.19770190902648166	0.35028816450735395	1.0
IPA_SMAD5_DN	-0.16263679839477402	0.18332697314367008	0.3460094979021624	1.0
IPA_FOXM1_DN	-0.16507341114367516	0.1367981158053194	0.3422195583014431	1.0
IPA_HIF1AN_DN	-0.16761872268046785	0.19548871032027193	0.3385541057679008	1.0
IPA_YY1_UP	-0.16782371968094884	0.15274986085298148	0.33822675088754667	1.0
IPA_RELB_DN	-0.17176660486473438	0.20369549653378202	0.3320992208031721	1.0
IPA_FOSL1_DN	-0.1733332622721102	0.12240585367430556	0.32975240905528147	1.0
IPA_XRCC5_DN	-0.1884059745041028	0.13929382409016847	0.308271474019088	1.0
IPA_IRF9_DN	-0.1907627317779266	0.12517144960338314	0.3051178016506063	1.0
IPA_CDK9_UP	-0.19162876080105062	0.04208415990223219	0.30402508183872007	1.0
IPA_KLF5_UP	-0.1932597951349056	0.11748535383756968	0.30173820830835907	1.0
IPA_GATA3_DN	-0.19566419477119895	0.16094768709836554	0.29846004887270045	1.0
IPA_ABL1_DN	-0.19964286596332909	0.11796594741416272	0.2934067960717414	1.0
IPA_NFKB2_DN	-0.200726917958362	0.14448589802720888	0.2920005532758541	1.0
IPA_CIITA_DN	-0.20232071416527628	0.08077352640842472	0.2901055834754945	1.0
IPA_NR2C1_DN	-0.2061975531967781	0.09379053038882464	0.285305915441007	1.0
IPA_SREBF2_UP	-0.21013902833492482	0.07755157140998548	0.2807874959656969	1.0
IPA_SULT2A1_DN	-0.21142668574848847	0.04678208898143329	0.27921065978145604	1.0
IPA_RNF2_UP	-0.21614064090414792	0.11191362404521747	0.27412974318779104	1.0
IPA_KLF1_UP	-0.21721750798945705	0.04850365647374147	0.27290792567661026	1.0
IPA_PTTG1_DN	-0.22884172254215843	0.21843281222553676	0.26096177785974456	1.0
IPA_SMARCC1_UP	-0.2296456608569348	0.11355478215570115	0.2601503066070358	1.0
IPA_ATF2_DN	-0.23009995646179177	0.11234242925532266	0.25975840287703444	1.0
IPA_NF1_UP	-0.23965448148562668	0.07929794784739132	0.25043570473511917	1.0
IPA_CREB3L2_UP	-0.24211727702561608	0.12068345425655425	0.24814422057264052	1.0
IPA_ATF4_DN	-0.24504041871579593	0.13101454335378468	0.24541011572686616	1.0
IPA_FOXP3_UP	-0.2458782526694944	0.15541243151916925	0.2445617594172161	1.0
IPA_BCL6_DN	-0.24816418401756013	0.22946684474087597	0.24240398358614967	1.0
IPA_KLF10_DN	-0.2501613994174664	0.06730726479494004	0.2405136244179077	1.0
IPA_PLAGL1_UP	-0.25021460200697326	0.12196558529377333	0.2404767393609664	1.0
IPA_MEIS2_UP	-0.25061943943949816	0.16141479669886735	0.24009405689520033	1.0
IPA_POU2F1_DN	-0.25085935156749783	0.058695189171357874	0.23991424224261146	1.0
IPA_LHX6_DN	-0.2509800033443267	0.15744644976011188	0.2398081977039052	1.0
IPA_CIITA_UP	-0.2549130491264906	0.13611573981662167	0.2363133385587164	1.0
IPA_FOXO4_DN	-0.2661254711435791	0.15282519554185986	0.2267923832357416	1.0
IPA_RORA_UP	-0.2669117055197139	0.11902710160706985	0.22618839042832772	1.0
IPA_RPA2_UP	-0.2810301699282375	0.053234369910730446	0.21458804002028678	1.0
IPA_HNRNPK_DN	-0.28802643719791765	0.09073049828514447	0.20944718520909217	1.0
